airline_code,origin_ap_code,dest_ap_code,equipment
DL,DTW,TYS,CRJ
DL,DTW,XNA,CR7
DL,DTW,YOW,CRJ
DL,DXB,ATL,77L
DL,EKO,SLC,EM2
DL,ELM,DTW,CRJ
DL,ERI,DTW,ERJ
DL,ESC,DTW,CRJ
DL,EUG,SLC,CR7
DL,EVV,DTW,CRJ
DL,EWR,AMS,76W
DL,EWR,CVG,CRJ
DL,EWR,DTW,320
DL,EWR,MSP,319
DL,EWR,SLC,320
DL,EYW,LGA,73W
DL,EZE,ATL,76W
DL,FAR,ATL,CR9
DL,FAR,MSP,320
DL,FAR,SLC,CR7
DL,FAT,SLC,CR9
DL,FCA,MSP,E75
DL,FCA,SLC,E75
DL,FLL,CVG,73H
DL,FLL,DTW,M88
DL,FLL,MSP,757
DL,FNT,MSP,CRJ
DL,FPO,ATL,M88
DL,FSD,ATL,CR7
DL,FSD,MSP,320
DL,FUK,HNL,76W
DL,FWA,DTW,CRJ
DL,FWA,MSP,CRJ
DL,GCC,RKS,EM2
DL,GCC,SLC,EM2
DL,GCM,ATL,M88
DL,GCM,DTW,738
DL,GDL,SLC,CR9
DL,GEG,LAX,CR9
DL,GEG,MSP,320
DL,GEG,SLC,320
DL,GFK,MSP,CRJ
DL,GGT,ATL,CR9
DL,GIG,ATL,764
DL,GIG,SDQ,738
DL,GJT,SLC,CRJ
DL,GRB,DTW,319
DL,GRB,MSP,CR9
DL,GRR,CVG,ERJ
DL,GRR,DTW,320
DL,GRR,LGA,CR7
DL,GRR,MCO,CR7
DL,GRR,MSP,320
DL,GRU,ATL,76W
DL,GRU,DTW,76W
DL,GRU,SDQ,738
DL,GSO,DTW,CRJ
DL,GSP,DTW,CRJ
DL,GSP,LGA,CRJ
DL,GTF,MSP,E75
DL,GTF,SLC,CRJ
DL,GUA,JFK,752
DL,GUM,KIX,752
DL,GUM,NGO,752
DL,GUM,NRT,752
DL,HIB,MSP,CRJ
DL,HLN,MSP,E75
DL,HLN,SLC,CRJ
DL,HND,LAX,76W
DL,HND,SEA,76W
DL,HNL,ATL,333
DL,HNL,FUK,76W
DL,HNL,ICN,333
DL,HNL,SFO,753
DL,HNL,SLC,763
DL,HPN,DTW,CRJ
DL,HSV,DTW,CRJ
DL,IAD,AMS,333
DL,IAD,DTW,CR7
DL,IAD,ICN,77W
DL,IAD,MSP,CR9
DL,IAD,SVO,763
DL,IAH,AMS,74M
DL,IAH,CVG,CR9
DL,IAH,DTW,717
DL,IAH,LGA,E75
DL,IAH,MEM,CRJ
DL,IAH,MSP,CR7
DL,IAH,SLC,319
DL,ICN,ATL,77W
DL,ICN,DTW,744
DL,ICN,HNL,333
DL,ICN,IAD,77W
DL,ICN,JFK,388
DL,ICN,LAS,772
DL,ICN,LAX,388
DL,ICN,ORD,772
DL,ICN,REP,73H
DL,ICN,SEA,772
DL,ICT,MSP,CRJ
DL,IDA,SLC,CRJ
DL,IMT,MSP,CRJ
DL,IMT,RHI,CRJ
DL,IND,BOS,E75
DL,IND,DTW,320
DL,IND,LGA,CR7
DL,IND,MBJ,320
DL,IND,MCO,CR9
DL,IND,MEM,ERJ
DL,IND,MSP,M90
DL,IND,RDU,CRJ
DL,IND,RSW,E75
DL,IND,SLC,320
DL,IND,TPA,E75
DL,INL,BRD,CRJ
DL,INL,MSP,CRJ
DL,ISN,MSP,CRJ
DL,ITH,DTW,CRJ
DL,JAC,SLC,CR7
DL,JAX,CVG,CRJ
DL,JAX,DTW,CR9
DL,JAX,LGA,CR7
DL,JAX,MSP,E75
DL,JFK,ACC,76W
DL,JFK,AMS,76W
DL,JFK,DKR,752
DL,JFK,DTW,M88
DL,JFK,GUA,752
DL,JFK,ICN,77W
DL,JFK,MSP,CR9
DL,JFK,PHL,ERJ
DL,JFK,PVG,346
DL,JFK,RIC,ERJ
DL,JFK,SAT,73H
DL,JFK,SDF,CRJ
DL,JFK,STL,CR7
DL,JFK,SVO,333
DL,JNB,ATL,77L
DL,KIN,ATL,319
DL,KIX,GUM,752
DL,KSC,BTS,AT4
DL,LAN,DTW,CRJ
DL,LAN,MSP,CRJ
DL,LAS,CVG,757
DL,LAS,DTW,757
DL,LAS,ICN,772
DL,LAS,MCO,73H
DL,LAS,MEM,738
DL,LAS,MSP,757
DL,LAS,RDU,73H
DL,LAS,SLC,738
DL,LAX,AMS,74M
DL,LAX,BJX,CR9
DL,LAX,BZE,320
DL,LAX,CVG,320
DL,LAX,DTW,739
DL,LAX,GEG,CR9
DL,LAX,HND,76W
DL,LAX,ICN,388
DL,LAX,LIR,738
DL,LAX,MCI,E75
DL,LAX,MEM,320
DL,LAX,OAK,CR7
DL,LAX,SJO,757
DL,LAX,SVO,332
DL,LAX,TPA,320
DL,LEX,DCA,CRJ
DL,LEX,DTW,CR7
DL,LEX,LGA,ERJ
DL,LEX,MSP,CRJ
DL,LGA,AUA,738
DL,LGA,BGR,CR7
DL,LGA,BHM,CR9
DL,LGA,BTV,CR7
DL,LGA,BUF,CR7
DL,LGA,CAE,CRJ
DL,LGA,CHS,CR7
DL,LGA,CLE,CR7
DL,LGA,CVG,CR7
DL,LGA,DEN,320
DL,LGA,DSM,CR9
DL,LGA,EYW,73W
DL,LGA,GRR,CR7
DL,LGA,GSP,CRJ
DL,LGA,IAH,E70
DL,LGA,IND,E75
DL,LGA,JAX,CR7
DL,LGA,LEX,ERJ
DL,LGA,MCI,CR7
DL,LGA,MEM,CR9
DL,LGA,MHT,ERJ
DL,LGA,MKE,CR7
DL,LGA,MSN,E70
DL,LGA,MSP,319
DL,LGA,MYR,E75
DL,LGA,OMA,E75
DL,LGA,PWM,ERJ
DL,LGA,ROC,CR7
DL,LGA,SAV,CR7
DL,LGA,SYR,CR7
DL,LGA,YHZ,CR7
DL,LIM,ATL,76W
DL,LIR,LAX,738
DL,LIT,DTW,CR7
DL,LNK,MSP,CRJ
DL,LOS,ATL,76W
DL,LSE,MSP,CRJ
DL,LWS,SLC,CRJ
DL,MBJ,DTW,320
DL,MBJ,IND,320
DL,MBS,DTW,CRJ
DL,MBS,MSP,CRJ
DL,MCI,CVG,ERJ
DL,MCI,DTW,320
DL,MCI,LAX,E75
DL,MCI,LGA,CR7
DL,MCI,MCO,E75
DL,MCI,MEM,ERJ
DL,MCI,MSP,320
DL,MCI,SLC,319
DL,MCO,BHM,CR7
DL,MCO,BNA,CR9
DL,MCO,CMH,E70
DL,MCO,CVG,M88
DL,MCO,DTW,757
DL,MCO,GRR,CR7
DL,MCO,IND,CR9
DL,MCO,LAS,738
DL,MCO,MCI,E75
DL,MCO,MEM,M88
DL,MCO,MKE,M88
DL,MCO,MSP,753
DL,MCO,OMA,E75
DL,MCO,ORF,CR7
DL,MCO,PIT,CR9
DL,MCO,RDU,CR9
DL,MCO,SAT,CR9
DL,MCO,SDF,E75
DL,MCO,SLC,757
DL,MDT,DTW,CR9
DL,MDW,DTW,CR7
DL,MDW,MSP,E75
DL,MEM,AUS,CRJ
DL,MEM,CVG,CRJ
DL,MEM,DEN,CR9
DL,MEM,DTW,CR9
DL,MEM,IAH,CRJ
DL,MEM,IND,CRJ
DL,MEM,LAS,738
DL,MEM,LAX,320
DL,MEM,LGA,CR9
DL,MEM,MCI,CRJ
DL,MEM,MCO,M88
DL,MEM,MSP,M88
DL,MEM,PIT,ERJ
DL,MEM,RDU,CRJ
DL,MEM,SAT,CRJ
DL,MEM,SLC,320
DL,MFR,SLC,CRJ
DL,MGA,ATL,319
DL,MHT,ATL,320
DL,MHT,DTW,ERJ
DL,MHT,LGA,ERJ
DL,MIA,SVO,332
DL,MKE,CVG,CRJ
DL,MKE,DTW,M88
DL,MKE,LGA,CR7
DL,MKE,MCO,M88
DL,MKE,MSP,M90
DL,MLI,DTW,CRJ
DL,MLI,MSP,CRJ
DL,MOT,MSP,E75
DL,MQT,DTW,CRJ
DL,MSN,CVG,CRJ
DL,MSN,DCA,E70
DL,MSN,DTW,M88
DL,MSN,LGA,E70
DL,MSN,MSP,320
DL,MSN,SLC,CR7
DL,MSO,MSP,319
DL,MSO,SLC,CRJ
DL,MSP,ABQ,320
DL,MSP,ABR,CRJ
DL,MSP,ALB,CR9
DL,MSP,AMS,333
DL,MSP,ANC,757
DL,MSP,APN,CRJ
DL,MSP,ATW,CRJ
DL,MSP,AUS,CR9
DL,MSP,AZO,CRJ
DL,MSP,BDL,319
DL,MSP,BHM,CR7
DL,MSP,BIL,319
DL,MSP,BIS,CRJ
DL,MSP,BJI,CRJ
DL,MSP,BMI,CRJ
DL,MSP,BNA,CR7
DL,MSP,BOI,320
DL,MSP,BOS,757
DL,MSP,BRD,CRJ
DL,MSP,BUF,E70
DL,MSP,BWI,320
DL,MSP,BZN,319
DL,MSP,CID,CRJ
DL,MSP,CLE,CRJ
DL,MSP,CMH,ERJ
DL,MSP,CVG,CRJ
DL,MSP,CWA,CRJ
DL,MSP,DAY,CRJ
DL,MSP,DEN,M90
DL,MSP,DIK,CRJ
DL,MSP,DLH,CRJ
DL,MSP,DSM,CRJ
DL,MSP,DTW,757
DL,MSP,EWR,319
DL,MSP,FAR,320
DL,MSP,FCA,E75
DL,MSP,FLL,757
DL,MSP,FNT,CRJ
DL,MSP,FSD,320
DL,MSP,FWA,CRJ
DL,MSP,GEG,320
DL,MSP,GFK,CRJ
DL,MSP,GRB,CR9
DL,MSP,GRR,320
DL,MSP,GTF,E75
DL,MSP,HIB,CRJ
DL,MSP,HLN,E75
DL,MSP,IAD,CR9
DL,MSP,IAH,319
DL,MSP,ICT,CRJ
DL,MSP,IMT,CRJ
DL,MSP,IND,M90
DL,MSP,INL,CRJ
DL,MSP,ISN,CRJ
DL,MSP,JAX,E75
DL,MSP,JFK,319
DL,MSP,LAN,CRJ
DL,MSP,LAS,M90
DL,MSP,LEX,CRJ
DL,MSP,LGA,M88
DL,MSP,LNK,CRJ
DL,MSP,LSE,CRJ
DL,MSP,MBS,CRJ
DL,MSP,MCI,320
DL,MSP,MCO,757
DL,MSP,MDW,E75
DL,MSP,MEM,M88
DL,MSP,MKE,M88
DL,MSP,MLI,ERJ
DL,MSP,MOT,CR9
DL,MSP,MSN,319
DL,MSP,MSO,319
DL,MSP,NRT,332
DL,MSP,OKC,CRJ
DL,MSP,OMA,M88
DL,MSP,ORF,CR7
DL,MSP,PDX,M90
DL,MSP,PIA,CRJ
DL,MSP,PIT,319
DL,MSP,PSC,CR9
DL,MSP,PSP,320
DL,MSP,RAP,CRJ
DL,MSP,RDU,320
DL,MSP,RHI,CRJ
DL,MSP,RIC,CR7
DL,MSP,ROC,CR7
DL,MSP,RST,CRJ
DL,MSP,RSW,757
DL,MSP,SAT,CR9
DL,MSP,SBN,CRJ
DL,MSP,SDF,ERJ
DL,MSP,SJC,320
DL,MSP,SLC,320
DL,MSP,SMF,320
DL,MSP,SNA,319
DL,MSP,STL,M90
DL,MSP,SYR,CR9
DL,MSP,TPA,M88
DL,MSP,TUL,CRJ
DL,MSP,TUS,M90
DL,MSP,TVC,CRJ
DL,MSP,TYS,CR9
DL,MSP,XNA,CRJ
DL,MSP,YEG,E75
DL,MSP,YQR,CRJ
DL,MSP,YUL,CR9
DL,MSP,YVR,E75
DL,MSP,YWG,E70
DL,MSP,YXE,E75
DL,MSP,YYC,319
DL,MSY,CVG,ERJ
DL,MYR,BOS,E75
DL,MYR,DTW,E75
DL,MYR,LGA,E75
DL,NAS,DTW,M88
DL,NGO,DTW,744
DL,NGO,GUM,752
DL,NRT,ATL,744
DL,NRT,DTW,777
DL,NRT,GUM,752
DL,NRT,MSP,332
DL,NRT,PDX,76W
DL,NRT,ROR,752
DL,NRT,SEA,333
DL,OAK,LAX,CR7
DL,OAK,SLC,320
DL,OKC,DTW,CR9
DL,OKC,MSP,CRJ
DL,OKC,SLC,CR9
DL,OMA,DTW,319
DL,OMA,LGA,E75
DL,OMA,MCO,E75
DL,OMA,MSP,320
DL,OMA,SLC,E75
DL,ONT,SLC,319
DL,ORD,AMS,74M
DL,ORD,ICN,772
DL,ORF,DTW,ERJ
DL,ORF,MCO,CR7
DL,ORF,MSP,CR7
DL,PAP,ATL,320
DL,PBI,DTW,M90
DL,PDX,AMS,333
DL,PDX,MSP,M90
DL,PDX,NRT,76W
DL,PHL,JFK,ERJ
DL,PIA,DTW,CRJ
DL,PIA,MSP,CRJ
DL,PIH,SLC,CRJ
DL,PIT,CVG,ERJ
DL,PIT,DTW,M88
DL,PIT,MCO,CR9
DL,PIT,MEM,ERJ
DL,PIT,MSP,319
DL,PIT,PUJ,320
DL,PLN,DTW,CRJ
DL,PLS,ATL,73W
DL,PSC,MSP,CR9
DL,PSC,SLC,CR9
DL,PSP,MSP,320
DL,PSP,SLC,CRJ
DL,PUJ,ATL,73H
DL,PUJ,CVG,320
DL,PUJ,DTW,320
DL,PUJ,PIT,320
DL,PVD,DTW,319
DL,PVG,JFK,346
DL,PVG,SEA,332
DL,RAP,MSP,CR9
DL,RAP,SLC,CRJ
DL,RDM,SLC,CRJ
DL,RDU,BDL,CRJ
DL,RDU,BWI,ERJ
DL,RDU,CMH,ERJ
DL,RDU,CVG,ERJ
DL,RDU,DTW,320
DL,RDU,IND,CRJ
DL,RDU,LAS,73H
DL,RDU,MCO,CR9
DL,RDU,MEM,CRJ
DL,RDU,MSP,320
DL,RDU,SLC,73H
DL,RDU,TPA,CR9
DL,REP,ICN,73H
DL,RHI,IMT,CRJ
DL,RHI,MSP,CRJ
DL,RIC,CVG,ERJ
DL,RIC,DTW,ERJ
DL,RIC,JFK,ERJ
DL,RIC,MSP,CR7
DL,RKS,GCC,EM2
DL,RKS,SLC,EM2
DL,RNO,SLC,73H
DL,ROA,DTW,CRJ
DL,ROC,DTW,CR9
DL,ROC,LGA,CR7
DL,ROC,MSP,CR7
DL,RST,MSP,CRJ
DL,RSW,CMH,E70
DL,RSW,CVG,M88
DL,RSW,DTW,757
DL,RSW,IND,E75
DL,RSW,MSP,757
DL,RTB,ATL,738
DL,SAL,ATL,319
DL,SAP,ATL,319
DL,SAT,DTW,320
DL,SAT,JFK,73H
DL,SAT,MCO,CR9
DL,SAT,MEM,CRJ
DL,SAT,MSP,CR9
DL,SAT,SLC,320
DL,SAV,DTW,CR7
DL,SAV,LGA,CR9
DL,SBN,DTW,CRJ
DL,SBN,MSP,CRJ
DL,SCE,DTW,CRJ
DL,SCL,ATL,76W
DL,SDF,DTW,ERJ
DL,SDF,JFK,CRJ
DL,SDF,MCO,E75
DL,SDF,MSP,E75
DL,SDQ,ATL,73H
DL,SDQ,GIG,738
DL,SDQ,GRU,738
DL,SEA,AMS,333
DL,SEA,DTW,753
DL,SEA,HND,76W
DL,SEA,ICN,772
DL,SEA,NRT,333
DL,SEA,PVG,332
DL,SFO,AMS,747
DL,SFO,CVG,320
DL,SFO,DTW,763
DL,SFO,MSP,M90
DL,SFO,SLC,320
DL,SGU,SLC,CRJ
DL,SJC,ATL,738
DL,SJC,MSP,320
DL,SJC,SLC,738
DL,SJO,LAX,757
DL,SJU,DTW,320
DL,SLC,ABQ,CR9
DL,SLC,ANC,738
DL,SLC,AUS,319
DL,SLC,BIL,CR7
DL,SLC,BNA,CR9
DL,SLC,BOI,73H
DL,SLC,BOS,73H
DL,SLC,BTM,CRJ
DL,SLC,BUR,CRJ
DL,SLC,BWI,320
DL,SLC,BZN,CRJ
DL,SLC,CDC,CRJ
DL,SLC,CNY,EM2
DL,SLC,COD,CRJ
DL,SLC,COS,CRJ
DL,SLC,CPR,CRJ
DL,SLC,DCA,757
DL,SLC,DEN,320
DL,SLC,DTW,320
DL,SLC,EKO,EM2
DL,SLC,EUG,CRJ
DL,SLC,EWR,320
DL,SLC,FAR,CR7
DL,SLC,FAT,CRJ
DL,SLC,FCA,CRJ
DL,SLC,GCC,EM2
DL,SLC,GDL,CR9
DL,SLC,GEG,320
DL,SLC,GJT,CRJ
DL,SLC,GTF,CRJ
DL,SLC,HLN,CRJ
DL,SLC,HNL,763
DL,SLC,IAH,319
DL,SLC,IDA,CRJ
DL,SLC,IND,320
DL,SLC,JAC,CR7
DL,SLC,LAS,320
DL,SLC,LWS,CRJ
DL,SLC,MCI,319
DL,SLC,MCO,757
DL,SLC,MEM,320
DL,SLC,MFR,CRJ
DL,SLC,MSN,CR7
DL,SLC,MSO,CRJ
DL,SLC,MSP,320
DL,SLC,OAK,319
DL,SLC,OKC,CR7
DL,SLC,OMA,CR7
DL,SLC,ONT,319
DL,SLC,PIH,EM2
DL,SLC,PSC,CR7
DL,SLC,PSP,CRJ
DL,SLC,RAP,CRJ
DL,SLC,RDM,CRJ
DL,SLC,RDU,320
DL,SLC,RKS,EM2
DL,SLC,RNO,73H
DL,SLC,SAT,320
DL,SLC,SFO,320
DL,SLC,SGU,CRJ
DL,SLC,SJC,738
DL,SLC,SMF,320
DL,SLC,SNA,319
DL,SLC,STL,320
DL,SLC,TUL,CR7
DL,SLC,TUS,CRJ
DL,SLC,TWF,EM2
DL,SLC,VEL,EM2
DL,SLC,YVR,CR9
DL,SLC,YYC,CR9
DL,SMF,MSP,320
DL,SMF,SLC,73H
DL,SNA,MSP,319
DL,SNA,SLC,319
DL,SNA,YVR,73W
DL,SPN,NGO,752
DL,SPN,NRT,752
DL,STL,CVG,CR7
DL,STL,DTW,CR7
DL,STL,JFK,CR9
DL,STL,MSP,M90
DL,STL,SLC,320
DL,SVO,IAD,763
DL,SVO,JFK,333
DL,SVO,LAX,332
DL,SVO,MIA,332
DL,SWF,DTW,CRJ
DL,SXM,ATL,757
DL,SYR,DTW,ERJ
DL,SYR,LGA,CR7
DL,SYR,MSP,CR9
DL,TGU,ATL,73W
DL,TPA,CMH,E75
DL,TPA,CVG,M88
DL,TPA,DTW,757
DL,TPA,IND,E75
DL,TPA,LAX,320
DL,TPA,MSP,757
DL,TPA,RDU,CR9
DL,TUL,DTW,CR7
DL,TUL,MSP,CRJ
DL,TUL,SLC,CR7
DL,TUS,MSP,M90
DL,TUS,SLC,CRJ
DL,TVC,DTW,717
DL,TVC,MSP,CRJ
DL,TWF,SLC,EM2
DL,TYS,DTW,CRJ
DL,TYS,MSP,CR9
DL,UIO,ATL,73W
DL,VEL,SLC,EM2
DL,XNA,CVG,CRJ
DL,XNA,DTW,CR7
DL,XNA,MSP,CRJ
DL,YEG,MSP,E75
DL,YHZ,LGA,CR7
DL,YOW,DTW,CRJ
DL,YQR,MSP,CRJ
DL,YUL,AMS,M11
DL,YUL,MSP,CR9
DL,YVR,AMS,333
DL,YVR,MSP,E75
DL,YVR,SLC,CR9
DL,YVR,SNA,73W
DL,YWG,MSP,CR9
DL,YXE,MSP,E75
DL,YYC,AMS,332
DL,YYC,MSP,319
DL,YYC,SLC,CR7
DL,YYZ,AMS,M11
DL,ZRH,ATL,76W
DN,ABJ,COO,320
DN,ABJ,DKR,320
DN,COO,DKR,320
DN,COO,DLA,320
DN,CSK,DKR,CRJ
DN,DKR,ABJ,320
DN,DKR,COO,320
DN,DKR,NKC,CRJ
DN,DKR,ZIG,CRJ
DN,DLA,COO,320
DN,NKC,DKR,CRJ
DN,ZIG,CSK,CRJ
DN,ZIG,DKR,CRJ
DT,CAB,LAD,732
DT,CAB,SZA,73G
DT,CBT,LAD,73G
DT,CBT,VPE,73G
DT,CPT,LAD,73G
DT,DXB,LAD,772
DT,GIG,LAD,77W
DT,GRU,LAD,77W
DT,HAV,LAD,772
DT,JNB,LAD,772
DT,LAD,CAB,73G
DT,LAD,CBT,73G
DT,LAD,CPT,73G
DT,LAD,DXB,772
DT,LAD,GIG,77W
DT,LAD,GRU,77W
DT,LAD,HAV,772
DT,LAD,HRE,73G
DT,LAD,JNB,772
DT,LAD,LIS,77W
DT,LAD,LUO,73G
DT,LAD,MEG,73G
DT,LAD,MSZ,73G
DT,LAD,NOV,73G
DT,LAD,OPO,77W
DT,LAD,PEK,772
DT,LAD,SDD,73G
DT,LAD,SPP,73G
DT,LAD,SVP,73G
DT,LAD,SZA,732
DT,LAD,TMS,73G
DT,LAD,VHC,73G
DT,LAD,VPE,73G
DT,LAD,WDH,73G
DT,LIS,LAD,77W
DT,LUN,LAD,73G
DT,LUO,LAD,73G
DT,MEG,LAD,73G
DT,MEG,VHC,73G
DT,MSZ,LAD,73G
DT,NOV,LAD,73G
DT,NOV,SPP,73G
DT,NOV,VPE,73G
DT,OPO,LAD,77W
DT,PEK,LAD,772
DT,SDD,LAD,73G
DT,SDD,VPE,73G
DT,SDD,WDH,73G
DT,SPP,LAD,73G
DT,SPP,NOV,73G
DT,SPP,VPE,73G
DT,SVP,LAD,73G
DT,SVP,VPE,73G
DT,SZA,CAB,732
DT,SZA,LAD,73G
DT,TMS,LAD,73G
DT,VHC,LAD,73G
DT,VHC,MEG,73G
DT,VPE,CBT,73G
DT,VPE,LAD,73G
DT,VPE,NOV,73G
DT,VPE,SDD,73G
DT,VPE,SPP,73G
DT,VPE,SVP,73G
DT,WDH,LAD,73G
DT,WDH,SDD,73G
DV,AKX,ALA,735
DV,AKX,SCO,CRJ
DV,AKX,TSE,CRJ
DV,ALA,AKX,735
DV,ALA,CIT,735
DV,ALA,DMB,CRJ
DV,ALA,DZN,CRJ
DV,ALA,KGF,CRJ
DV,ALA,KOV,CRJ
DV,ALA,KSN,CRJ
DV,ALA,PLX,CRJ
DV,ALA,PPK,AN4
DV,ALA,SCO,735
DV,ALA,TSE,CRJ
DV,ALA,UKK,CRJ
DV,ASF,SCO,CRJ
DV,CIT,ALA,735
DV,CIT,DME,735
DV,CIT,SCO,735
DV,CIT,TSE,735
DV,DMB,ALA,CRJ
DV,DMB,TSE,CRJ
DV,DME,CIT,735
DV,DME,SCO,735
DV,DZN,ALA,CRJ
DV,EVN,SCO,CRJ
DV,GUW,SCO,CRJ
DV,GUW,TSE,CRJ
DV,GYD,SCO,CRJ
DV,KGF,ALA,CRJ
DV,KGF,KZO,AN4
DV,KGF,UKK,AN4
DV,KOV,ALA,CRJ
DV,KRR,SCO,CRJ
DV,KSN,ALA,CRJ
DV,KZO,KGF,AN4
DV,KZO,SCO,AN4
DV,MCX,SCO,CRJ
DV,MRV,SCO,CRJ
DV,PLX,ALA,CRJ
DV,PLX,TSE,CRJ
DV,PLX,UKK,AN4
DV,PPK,ALA,AN4
DV,PPK,TSE,AN4
DV,SCO,AKX,CRJ
DV,SCO,ALA,735
DV,SCO,ASF,CRJ
DV,SCO,CIT,735
DV,SCO,DME,735
DV,SCO,EVN,CRJ
DV,SCO,GUW,CRJ
DV,SCO,GYD,CRJ
DV,SCO,KRR,CRJ
DV,SCO,KZO,AN4
DV,SCO,MCX,CRJ
DV,SCO,MRV,CRJ
DV,SCO,TBS,CRJ
DV,SCO,TSE,735
DV,SCO,URA,AN4
DV,TBS,SCO,CRJ
DV,TSE,AKX,CRJ
DV,TSE,ALA,735
DV,TSE,CIT,735
DV,TSE,DMB,CRJ
DV,TSE,GUW,CRJ
DV,TSE,PLX,CRJ
DV,TSE,PPK,AN4
DV,TSE,SCO,735
DV,TSE,UKK,CRJ
DV,UKK,ALA,CRJ
DV,UKK,KGF,AN4
DV,UKK,PLX,AN4
DV,UKK,TSE,CRJ
DV,URA,SCO,AN4
DX,AAL,BLL,SF3
DX,AAL,SVG,SF3
DX,BLL,AAL,SF3
DX,BLL,EBJ,AT5
DX,BLL,SVG,AT5
DX,CPH,RNN,AT7
DX,EBJ,BLL,AT5
DX,MOL,SRP,SF3
DX,OSL,SRP,AT4
DX,RNN,CPH,AT7
DX,SRP,MOL,SF3
DX,SRP,OSL,AT4
DX,SRP,SVG,SF3
DX,SVG,AAL,SF3
DX,SVG,BLL,AT5
DX,SVG,SRP,SF3
DY,AAL,AGP,73H
DY,AAL,ALC,73H
DY,AAL,CPH,73H
DY,AAL,LGW,73H
DY,AAL,PMI,73H
DY,AES,ALC,73H
DY,AES,LGW,73H
DY,AES,OSL,733
DY,AGP,AAL,73H
DY,AGP,ARN,73H
DY,AGP,BGO,73H
DY,AGP,CPH,73H
DY,AGP,GOT,73H
DY,AGP,OSL,73H
DY,AGP,RYG,73H
DY,AGP,SVG,73H
DY,AGP,TRD,73H
DY,AGP,TRF,73H
DY,AGP,WAW,73H
DY,AJA,ARN,73H
DY,AJA,OSL,73H
DY,ALC,AAL,73H
DY,ALC,AES,73H
DY,ALC,ARN,73H
DY,ALC,BGO,73H
DY,ALC,BLL,73H
DY,ALC,CGN,73H
DY,ALC,CPH,73H
DY,ALC,EVE,73H
DY,ALC,GOT,73H
DY,ALC,HEL,73H
DY,ALC,KSD,73H
DY,ALC,MOL,73H
DY,ALC,OSL,73H
DY,ALC,OUL,73H
DY,ALC,RYG,73H
DY,ALC,SVG,73H
DY,ALC,TKU,73H
DY,ALC,TOS,73H
DY,ALC,TRD,73H
DY,ALC,TRF,73H
DY,ALC,UME,73H
DY,ALF,OSL,733
DY,ALF,TOS,733
DY,AMS,OSL,73H
DY,ARN,AGP,73H
DY,ARN,AJA,73H
DY,ARN,ALC,73H
DY,ARN,ATH,73H
DY,ARN,BCN,73H
DY,ARN,BEG,73H
DY,ARN,BGO,73H
DY,ARN,BKK,788
DY,ARN,BUD,73H
DY,ARN,CHQ,73H
DY,ARN,CPH,73H
DY,ARN,CTA,73H
DY,ARN,DBV,73H
DY,ARN,EDI,73H
DY,ARN,FAO,73H
DY,ARN,FCO,73H
DY,ARN,FLL,788
DY,ARN,JFK,788
DY,ARN,KRK,73H
DY,ARN,KRN,73H
DY,ARN,LAX,788
DY,ARN,LCA,73H
DY,ARN,LGW,73H
DY,ARN,LLA,73H
DY,ARN,LPA,73H
DY,ARN,MAN,73H
DY,ARN,MMX,73H
DY,ARN,MUC,73H
DY,ARN,NCE,73H
DY,ARN,OAK,788
DY,ARN,OLB,73H
DY,ARN,ORY,73H
DY,ARN,OSL,73H
DY,ARN,PMI,73H
DY,ARN,PMO,73H
DY,ARN,PRG,73H
DY,ARN,PSA,73H
DY,ARN,SJJ,73H
DY,ARN,SPU,73H
DY,ARN,SXF,73H
DY,ARN,UME,73H
DY,ARN,VCE,73H
DY,ARN,VNO,73H
DY,ATH,ARN,73H
DY,ATH,CPH,73H
DY,ATH,HEL,73H
DY,AYT,BGO,73H
DY,AYT,OSL,73H
DY,AYT,TRD,73H
DY,AYT,TRF,73H
DY,BCN,ARN,73H
DY,BCN,BGO,73H
DY,BCN,CPH,73H
DY,BCN,GOT,73H
DY,BCN,OSL,73H
DY,BCN,SXF,73H
DY,BCN,TRF,73H
DY,BCN,WAW,73H
DY,BDU,OSL,733
DY,BEG,ARN,73H
DY,BEG,OSL,733
DY,BGO,AGP,73H
DY,BGO,ALC,73H
DY,BGO,ARN,73H
DY,BGO,AYT,73H
DY,BGO,BCN,73H
DY,BGO,CHQ,73H
DY,BGO,CPH,73H
DY,BGO,DBV,73H
DY,BGO,EDI,73H
DY,BGO,FCO,73H
DY,BGO,JFK,788
DY,BGO,KEF,73H
DY,BGO,KRK,73H
DY,BGO,LGW,73H
DY,BGO,LPA,73H
DY,BGO,NCE,73H
DY,BGO,ORY,73H
DY,BGO,OSL,73H
DY,BGO,PMI,73H
DY,BGO,PRG,73H
DY,BGO,SVG,73H
DY,BGO,SXF,73H
DY,BGO,TRD,73H
DY,BGO,TRF,73H
DY,BIO,OSL,73H
DY,BKK,ARN,788
DY,BKK,OSL,788
DY,BLL,ALC,73H
DY,BOJ,CPH,73H
DY,BOJ,HEL,73H
DY,BOJ,OSL,73H
DY,BOO,OSL,73H
DY,BTS,OSL,73H
DY,BUD,ARN,73H
DY,BUD,CPH,73H
DY,BUD,LGW,73H
DY,BUD,OSL,733
DY,CGN,ALC,73H
DY,CGN,OSL,73H
DY,CHQ,ARN,73H
DY,CHQ,BGO,73H
DY,CHQ,CPH,73H
DY,CHQ,HEL,73H
DY,CHQ,OSL,733
