name,city,country_iso,code,lat,longit,alt
Mallacoota Airport,Mallacoota,AU,XMC,-37.59830093383789,149.72000122070312,31
Majeed Bin Abdulaziz Airport,Al-Ula,SA,ULH,26.48,38.1288888889,2050
Yuendumu Airport,Yuendumu ,AU,YUE,-22.254199981689453,131.78199768066406,2205
Lombok International Airport,Praya,ID,LOP,-8.757322,116.276675,319
South Cariboo Region / 108 Mile Airport,108 Mile Ranch,CA,ZMH,51.7360992432,-121.333000183,3126
Handan Airport,Handan,CN,HDG,36.5258333333,114.425555556,229
London-Corbin Airport/Magee Field,London,US,LOZ,37.0821990967,-84.08489990230001,1212
Simmons Army Air Field,Fredericksburg,US,FBG,35.13180161,-78.93669891,244
Modlin Airport,Warsaw,PL,WMI,52.451099,20.6518,341
Jixi Xingkaihu Airport,Jixi,CN,JXA,45.293,131.193,760
Jeongseok Airport,Seogwipo,KR,JDG,33.3996009827,126.711997986,1171
Gimli Industrial Park Airport,Gimli,CA,YGM,50.62810134887695,-97.04329681396484,753
Beloyarskiy Airport,Beloyarsky,RU,EYK,63.686901,66.698601,82
John H Batten Airport,Racine,US,RAC,42.7606010437,-87.8152008057,674
Cesar Lim Rodriguez Airport,Taytay,PH,RZP,10.81874,119.507697,80
Shigatse Air Base,Shigatse,CN,RKZ,29.3519,89.311401,3782
Tacoma Narrows Airport,Tacoma,US,TIW,47.26789856,-122.5780029,294
Jack Edwards Airport,Gulf Shores,US,GUF,30.29050064,-87.67179871,17
General Villamil Airport,Isabela,EC,IBB,-0.942628026009,-90.9530029297,35
Khmelnytskyi Airport,Khmeinitskiy,UA,HMJ,49.359699,26.933399,1150
Hiroshimanishi Airport,Hiroshima,JP,HIW,34.36690139770508,132.41400146484375,15
Yalata Mission Airport,Yalata,AU,KYI,-31.470600128173828,131.8249969482422,0
Hazleton Municipal Airport,Hazleton,US,HZL,40.9868011475,-75.9949035645,1603
Greater Cumberland Regional Airport,Cumberland,US,CBE,39.615398407,-78.7609024048,775
Wyndham Airport,Wyndham,AU,WYN,-15.51140022277832,128.1529998779297,14
Bob Quinn Lake Airport,Bob Quinn Lake,CA,YBO,56.9667015076,-130.25,2000
Grabtsevo Airport,Kaluga,RU,KLF,54.5499992371,36.3666687012,656
Tri-County Regional Airport,Lone Rock,US,LNR,43.2117004395,-90.181602478,717
Joliet Regional Airport,Joliet,US,JOT,41.51779938,-88.17549896,582
Illinois Valley Regional Airport-Walter A Duncan Field,Peru,US,VYS,41.351898,-89.153099,654
Jackson County Reynolds Field,Jackson,US,JXN,42.2597999573,-84.45939636230001,1001
Wings Field,Philadelphia,US,BBX,40.1375007629,-75.2650985718,302
Okeechobee County Airport,Okeechobee,US,OBE,27.2628002167,-80.8498001099,34
Sebring Regional Airport,Sebring,US,SEF,27.45639992,-81.3423996,62
Avon Park Executive Airport,Avon Park,US,AVO,27.59119987,-81.52780151,160
Winter Haven Regional Airport - Gilbert Field,Winter Haven,US,GIF,28.062901,-81.753304,145
Zephyrhills Municipal Airport,Zephyrhills,US,ZPH,28.2282009125,-82.15589904790001,90
Ocala International Airport - Jim Taylor Field,Ocala,US,OCF,29.17259979,-82.22419739,90
Aiken Regional Airport,Aiken,US,AIK,33.649399,-81.684998,528
Woodward Field,Camden,US,CDN,34.2835998535,-80.56490325930001,302
Lumberton Regional Airport,Lumberton,US,LBT,34.6099014282,-79.05940246579999,126
Moore County Airport,Pinehurst-Southern Pines,US,SOP,35.23740005,-79.3911972,455
Statesville Regional Airport,Statesville,US,SVH,35.765300750732,-80.953903198242,968
William T. Piper Memorial Airport,Lock Haven,US,LHV,41.13560104,-77.42230225,556
Burke Lakefront Airport,Cleveland,US,BKL,41.51750183105469,-81.68329620361328,583
Chautauqua County-Dunkirk Airport,Dunkirk,US,DKK,42.49330139,-79.27200317,693
South Jersey Regional Airport,Mount Holly,US,LLY,39.9429016113,-74.845703125,53
Linden Airport,Linden,US,LDJ,40.617401123,-74.2445983887,23
Tri State Steuben County Airport,Angola,US,ANQ,41.639702,-85.083504,995
Clearwater Air Park,Clearwater,US,CLW,27.9766998291,-82.7586975098,71
Chicago Meigs Airport,Chicago,US,CGX,41.85879898071289,-87.60790252685547,593
Grand Strand Airport,North Myrtle Beach,US,CRE,33.8116989136,-78.72389984130001,32
Buochs Airport,Buochs,CH,BXO,46.974444,8.396944,1475
Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,US,WBW,41.2971992493,-75.8511962891,545
Willoughby Lost Nation Municipal Airport,Willoughby,US,LNN,41.6839981079,-81.3897018433,626
Uummannaq Heliport,Uummannaq,GL,UMD,70.6804279261,-52.1116304398,50
Bayannur Tianjitai Airport,Bayannur,CN,RLK,40.926,107.7428,3400
Capital City Airport,Frankfort,US,FFT,38.18249893,-84.90470123,806
Auburn Lewiston Municipal Airport,Lewiston,US,LEW,44.048500061,-70.2835006714,288
Marco Island Executive Airport,Marco Island Airport,US,MRK,25.995001,-81.672501,5
Drummond Island Airport,Drummond Island,US,DRE,46.0093002319,-83.74389648440001,668
Gladwin Zettel Memorial Airport,Gladwin,US,GDW,43.9706001282,-84.47499847410002,776
Marshfield Municipal Airport,Marshfield,US,MFI,44.6369018555,-90.1893005371,1277
Alexander Field South Wood County Airport,Wisconsin Rapids,US,ISW,44.3602981567,-89.83899688720001,1021
Clinton Municipal Airport,Clinton,US,CWI,41.8311004639,-90.3291015625,708
Beverly Municipal Airport,Beverly,US,BVY,42.5842018127,-70.91649627689999,107
Ostafyevo International Airport,Moscow,RU,OSF,55.511667,37.507222,568
Trois-Rivières Airport,Trois Rivieres,CA,YRQ,46.35279846191406,-72.67939758300781,199
Poplar Bluff Municipal Airport,Poplar Bluff,US,POF,36.773899078369,-90.324897766113,331
Keokuk Municipal Airport,Keokuk,US,EOK,40.4598999023,-91.4284973145,671
Perth/Scone Airport,Perth,GB,PSL,56.43920135498047,-3.372220039367676,397
St Paul Downtown Holman Field,St. Paul,US,STP,44.93450164794922,-93.05999755859376,705
Söderhamn Airport,Soderhamn,SE,SOO,61.26150131225586,17.09910011291504,88
Saravane Airport,Saravane,LA,VNA,15.7094392077,106.410698891,574
Dikson Airport,Dikson,RU,DKS,73.51780700683594,80.37966918945312,47
Bantry Aerodrome,Bantry,IE,BYT,51.66859817504883,-9.484169960021973,7
Alldays Airport,Alldays,ZA,ADY,-22.6790008545,29.0555000305,2600
Butler Co Regional Airport - Hogan Field,Hamilton,US,HAO,39.3638000488,-84.5220031738,633
Garissa Airport,Garissa,KE,GAS,-0.4635080099105835,39.64830017089844,475
Hola Airport,Hola,KE,HOA,-1.5219999551773071,40.00400161743164,195
Kericho Airport,Kericho,KE,KEY,-0.3899,35.242093,6446
Kilaguni Airport,Kilaguni,KE,ILU,-2.9106099605560303,38.06520080566406,2750
Antsirabe Airport,Antsirabe,MG,ATJ,-19.8392214824,47.0637130737,4997
Bekily Airport,Bekily,MG,OVA,-24.235694754699995,45.3045272827,1270
Ust-Tsylma Airport,Ust-Tsylma,RU,UTS,65.43729400630001,52.20033645629999,262
Gorno-Altaysk Airport,Gorno-Altaysk,RU,RGK,51.9667015076,85.8332977295,965
Fond du Lac County Airport,Fond du Lac,US,FLD,43.7711982727,-88.48840332030001,808
Stevens Point Municipal Airport,Stevens Point,US,STE,44.5452003479,-89.530296325684,1110
Moma Airport,Honuu,RU,MQJ,66.450861,143.261551,656
Peenemünde Airport,Peenemunde,DE,PEF,54.1577796936,13.774443626399998,7
Nusawiru Airport,Nusawiru,ID,CJN,-7.719895,108.488995,16
Galion Municipal Airport,Galion,US,GQQ,40.7533988953,-82.7238006592,1224
Tiputini Airport,Tiputini,EC,TPN,-0.7761110067367554,-75.52639770507812,997
Rio Amazonas Airport,Pastaza,EC,PTZ,-1.5052399635299998,-78.0626983643,3465
Clarksville–Montgomery County Regional Airport,Clarksville,US,CKV,36.6218986511,-87.4150009155,550
Lompoc Airport,Lompoc,US,LPC,34.665599823,-120.468002319,88
Chester County G O Carlson Airport,Coatesville,US,CTH,39.97900009,-75.8655014,660
Bost Airport,Lashkar Gah,AF,BST,31.55970001220703,64.36499786376953,2464
Lankaran International Airport,Lankaran,AZ,LLK,38.7463989258,48.8180007935,30
Gabala International Airport,Qabala,AZ,GBB,40.826667,47.7125,935
Zaqatala International Airport,Zaqatala,AZ,ZTU,41.562222,46.667221,1279
Lake Placid Airport,Lake Placid,US,LKP,44.2644996643,-73.96189880370001,1747
Typliy Klyuch Airport,Khandyga,RU,KDY,62.7890014648,136.854995728,925
Magan Airport,Yakutsk,RU,GYG,62.103484,129.545288,577
Qianjiang Wulingshan Airport,Qianjiang,CN,JIQ,29.5133333333,108.831111111,2075
Lima Allen County Airport,Lima,US,AOH,40.706902,-84.026703,975
Sondok Airport,Hamhung,KP,DSO,39.745201,127.473999,12
Malcolm McKinnon Airport,Brunswick,US,SSI,31.15180016,-81.39129639,19
Beaver County Airport,Beaver Falls,US,BFP,40.7724990845,-80.39140319820001,1253
Georgetown County Airport,Georgetown,US,GGE,33.3116989136,-79.3196029663,39
Hardwick Field,Cleveland,US,HDI,35.22010040283203,-84.8323974609375,874
Renton Municipal Airport,Renton,US,RNT,47.4930992126,-122.216003418,32
Brackett Field,La Verne,US,POC,34.091598510742,-117.78199768066,1011
Cross City Airport,Cross City,US,CTY,29.6354999542,-83.10479736330001,42
Oconee County Regional Airport,Clemson,US,CEU,34.6719017,-82.8864975,892
Beech Factory Airport,Wichita,US,BEC,37.6944999695,-97.21499633790002,1408
Duxford Aerodrome,Duxford,GB,QFO,52.090801,0.131944,125
Sidney Municipal-Lloyd W Carr Field,Sidney,US,SNY,41.10129929,-102.9850006,4313
Great Keppel Is Airport,Great Keppel Island,AU,GKL,-23.1833000183,150.942001343,21
Roper Bar Airport,Roper Bar,AU,RPB,-14.734814,134.525485,92
Innisfail Airport,Innisfail,AU,IFL,-17.55940055847168,146.01199340820312,46
Kalaeloa Airport,Kapolei,US,JRF,21.3074,-158.070009,30
Bamiyan Airport,Bamyan,AF,BIN,34.81700134277344,67.81700134277344,8367
Changbaishan Airport,Baishan,CN,NBS,42.066944,127.602222,2874
Orang Airport,Chongjin,KP,RGO,41.428538,129.647555,12
Moomba Airport,Moomba,AU,MOO,-28.09939956665039,140.19700622558594,143
Lublin Airport,Lublin,PL,LUZ,51.240278,22.713611,633
Iosco County Airport,East Tawas,US,ECA,44.312801,-83.422302,606
Villa Airport,Maamigili,MV,VAM,3.47055555556,72.8358333333,6
Lingling Airport,Yongzhou,CN,LLF,26.338661,111.610043,340
Lošinj Island Airport,Mali Losinj,HR,LSZ,44.5657997131,14.3930997849,151
Onslow Airport,Onslow,AU,ONS,-21.668300628662,115.1129989624,7
Theodore Airport,Theodore,AU,TDR,-24.99329948425293,150.09300231933594,171
Boulder Municipal Airport,Boulder,US,WBU,40.0393981934,-105.225997925,5288
Bitburg Airport,Birburg,DE,BBJ,49.945278,6.565,1220
Palo Alto Airport of Santa Clara County,Palo Alto,US,PAO,37.461101532,-122.114997864,4
Ust-Nera Airport,Ust-Nera,RU,USR,64.550003051758,143.11500549316,1805
Falcon Field,Mesa,US,MSC,33.4608001709,-111.727996826,1394
Yangzhou Taizhou Airport,Yangzhou,CN,YTY,32.5634,119.7198,7
Oakland County International Airport,Pontiac,US,PTK,42.665500640869,-83.420097351074,980
Kissidougou Airport,Kissidougou,GN,KSI,9.1605596542358,-10.124400138855,1808
Dillant Hopkins Airport,Keene,US,EEN,42.898399353027344,-72.27079772949219,488
Tianshui Maijishan Airport,Tianshui,CN,THQ,34.5593986511,105.86000061,3590
Kawama Airport,Kawama,CU,VRO,23.1240005493,-81.3015975952,16
Kooddoo Airport,Kooddoo,MV,GKK,0.7324,73.4336,29
Rochester Airport,Rochester,GB,RCS,51.351898193359375,0.5033329725265503,436
Termas de Río Hondo international Airport,Rio Hondo,AR,RHD,-27.4966,-64.93595,935
Keetmanshoop Airport,Keetmanshoop,,KMP,-26.5398006439209,18.111400604248047,3506
Kangding Airport,Kangding,CN,KGT,30.1575,101.734722,14042
Velikiy Ustyug Airport,Veliky Ustyug,RU,VUS,60.78829956054688,46.2599983215332,331
Iowa City Municipal Airport,Iowa City,US,IOW,41.6391983032,-91.5465011597,668
Turpan Jiaohe Airport,Turpan,CN,TLQ,43.0308,89.0987,934
Lee Airport,Annapolis,US,ANP,38.942902,-76.568398,34
Cuamba Airport,Cuamba,MZ,FXO,-14.815,36.529999,1919
Bodaybo Airport,Bodaibo,RU,ODO,57.8661003113,114.242996216,919
Zhytomyr Airport,Zhytomyr,UA,ZTR,50.270556,28.738611,0
Mattala Rajapaksa International Airport,Mattala,LK,HRI,6.284467,81.124128,157
Pecos Municipal Airport,Pecos,US,PEQ,31.382400512695,-103.51100158691,2613
Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,US,HBG,31.26479912,-89.25279999,151
Botucatu - Tancredo de Almeida Neves Airport,Botucatu,BR,QCJ,-22.939501,-48.467999,3012
Mário Pereira Lopes–São Carlos Airport,Sao Carlos,BR,QSC,-21.875401,-47.903703,2649
Chan Gurney Municipal Airport,Yankton,US,YKN,42.916698455811,-97.385902404785,1306
Sir Bani Yas Airport,Sir Bani Yas Island,AE,XSB,24.283611,52.580278,25
Bromont (Roland Desourdy) Airport,Bromont,CA,ZBM,45.2907981873,-72.74140167239999,375
Kratie Airport,Kratie,KH,KTI,12.48799991607666,106.05500030517578,0
Guyuan Liupanshan Airport,Guyuan,CN,GYU,36.0788888889,106.216944444,5696
Changhai Airport,Changhai,CN,CNI,39.2666666667,122.666944444,80
Redhill Aerodrome,Redhill,GB,KRH,51.2136001587,-0.138611003757,222
Jiagedaqi Airport,Jiagedaqi District,CN,JGD,50.371389,124.1175,1205
Chinchilla Airport,Chinchilla,AU,CCL,-26.774999618530277,150.61700439453125,1028
Hayward Executive Airport,Hayward,US,HWD,37.659198761,-122.122001648,52
Motueka Airport,Motueka,NZ,MZP,-41.12329864501953,172.98899841308594,39
Shute Harbour Airport,Shute Harbour,AU,JHQ,-20.277221,148.755556,12
Ann Arbor Municipal Airport,Ann Arbor,US,ARB,42.2229995728,-83.74559783939999,839
Shepparton Airport,Shepparton,AU,SHT,-36.42890167236328,145.39300537109375,374
Temora Airport,Temora,AU,TEM,-34.4213981628418,147.51199340820312,921
Gayndah Airport,Gayndah,AU,GAH,-25.61440086364746,151.61900329589844,369
Wilcannia Airport,Wilcannia,AU,WIO,-31.52639961242676,143.375,250
Bijie Feixiong Airport,Bijie,CN,BFJ,27.267066,105.472097,4751
Lensk Airport,Lensk,RU,ULK,60.7206001282,114.825996399,801
Kavalerovo Airport,Kavalerovo,RU,KVR,44.2726,135.029,730
Iğdır Airport,Igdir,TR,IGD,39.9766273499,43.8766479492,3101
Şanlıurfa GAP Airport,Sanliurfa,TR,GNY,37.445663,38.895592,2708
Zafer Airport,Kutahya,TR,KZR,39.113079,30.128111,3327
Velikiye Luki Airport,Velikiye Luki,RU,VLU,56.38109970092773,30.60810089111328,328
Lake Macquarie Airport,Lake Macquarie,AU,BEO,-33.0667,151.647995,2
Brampton Island Airport,Brampton Island,AU,BMP,-20.803300857543945,149.27000427246094,11
Alameda Naval Air Station,Alameda,US,NGZ,37.78889846801758,-122.31999969482422,10
Cochrane Airport,Cochrane,CA,YCN,49.10559844970703,-81.01360321044922,861
Estadual Arthur Siqueira Airport,Braganca Paulista,BR,BJP,-22.979162,-46.537508,2887
Busselton Regional Airport,Brusselton,AU,BQB,-33.6884231567,115.401596069,55
Srednekolymsk Airport,Srednekolymsk,RU,SEK,67.4805,153.7364,60
Inverell Airport,Inverell,AU,IVR,-29.888299942,151.143997192,2667
Glen Innes Airport,Glen Innes,AU,GLI,-29.674999237060547,151.68899536132812,3433
Immokalee Regional Airport,Immokalee ,US,IMM,26.43320084,-81.40100098,37
Maranggo Airport,Sulawesi Tenggara,ID,TQQ,-5.7645702362061,123.91699981689,169
Yichun Mingyueshan Airport,Yichun,CN,YIC,27.8025,114.3062,430
Dinwiddie County Airport,Petersburg,US,PTB,37.183799743652,-77.507400512695,193
Sheboygan County Memorial Airport,Sheboygan,US,SBM,43.76959991,-87.85140228,755
Fortescue - Dave Forrest Aerodrome,Cloudbreak,AU,KFE,-22.290754,119.437143,1555
Bajura Airport,Bajura,NP,BJU,29.50200080871582,81.66899871826172,4300
Pinal Airpark,Marana,US,MZJ,32.5106010437,-111.32800293,1893
Safford Regional Airport,Safford,US,SAD,32.85480118,-109.6350021,3179
Solomon Airport,Solomon,AU,SLJ,-22.2554,117.7627,2030
Kerama Airport,Kerama,JP,KJP,26.1683006287,127.292999268,156
Ekibastuz Airport,Ekibastuz,KZ,EKB,51.59099960327149,75.21499633789062,621
Sikeston Memorial Municipal Airport,Sikeston,US,SIK,36.898899078369,-89.561798095703,315
Tetiaroa Airport,Tetiaroa,PF,TTI,-17.0132999420166,-149.58700561523438,7
Floyd Bennett Memorial Airport,Queensbury,US,GFL,43.3412017822,-73.6102981567,328
Martin State Airport,Baltimore,US,MTN,39.325699,-76.413803,21
Eastern Slopes Regional Airport,Fryeburg,US,FRY,43.9911003113,-70.9478988647,454
Lakefront Airport,New Orleans,US,NEW,30.042400360107,-90.028297424316,8
Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,US,COE,47.77429962,-116.8199997,2320
Beaumont Municipal Airport,Beaumont,US,BMT,30.0706996918,-94.21579742430002,32
Vermilion Regional Airport,Danville,US,DNV,40.19919968,-87.59590149,697
Coonabarabran Airport,Coonabarabran,AU,COJ,-31.332500457763672,149.26699829101562,2117
Space Coast Regional Airport,Titusville,US,TIX,28.514799118042,-80.799201965332,34
Bumi Airport,Bumi Hills,ZW,BZH,-16.8169994354,28.3500003815,1650
Bouarfa Airport,Bouarfa,MA,UAR,32.5143055556,-1.98305555556,3630
Nyeri Airport,NYERI,KE,NYE,-0.3644140064716339,36.97848510742188,5830
Andrau Airpark,Houston,US,AAP,29.7224998474,-95.5883026123,79
Flying Cloud Airport,Eden Prairie,US,FCM,44.8272018433,-93.4570999146,906
Likoma Island Airport,Likoma Island,MW,LIX,-12.075833,34.737222,1600
Johnson County Executive Airport,Olathe,US,OJC,38.84759903,-94.73760223,1096
Sigiriya Air Force Base,Sigiriya,LK,GIU,7.956669807430001,80.7285003662,630
Neumünster Airport,Neumuenster,DE,EUM,54.07944488525391,9.941389083862305,72
Tak Airport,Tak,TH,TKT,16.895999908447266,99.25330352783205,478
Barrie-Orillia (Lake Simcoe Regional Airport),Barrie-Orillia,CA,YLK,44.4852981567,-79.55560302730001,972
Niagara District Airport,Saint Catherines,CA,YCM,43.19169998168945,-79.17169952392578,321
Parry Sound Area Municipal Airport,Parry Sound,CA,YPD,45.2575,-79.829697,832
Manassas Regional Airport/Harry P. Davis Field,Manassas,US,MNZ,38.72140121,-77.51540375,192
Texas Gulf Coast Regional Airport,Angleton,US,LJN,29.1086006165,-95.462097168,25
Bingöl Çeltiksuyu Airport,Bingol,TR,BGG,38.8592605591,40.5959625244,3506
Kastamonu Airport,Kastamonu,TR,KFS,41.31420135498047,33.795799255371094,3520
Lüliang Airport,Lvliang,CN,LLV,37.683333,111.142778,0
Daocheng Yading Airport,Daocheng,CN,DCY,29.323056,100.053333,14472
Gannan Xiahe Airport,Xiahe city,CN,GXH,34.8105,102.6447,10510
Comiso Airport,Comiso,IT,CIY,36.994601,14.607182,623
Markovo Airport,Markovo,RU,KVM,64.667,170.417007,0
Zyryanka Airport,Zyryanka,RU,ZKP,65.7485,150.8889,140
Ust-Maya Airport,Ust-Maya,RU,UMS,60.356998443604,134.43499755859,561
Aldan Airport,Aldan,RU,ADH,58.60279846191406,125.40899658203124,2241
Olyokminsk Airport,Olekminsk,RU,OLZ,60.397499,120.471001,656
Xinyuan Nalati Airport,Xinyuan,CN,NLT,43.4318,83.3786,3050
Port Alsworth Airport,Port alsworth,US,PTA,60.201681,-154.325863,280
Fontaine Airport,Belfort,FR,BOR,47.655601501465,7.0108299255371,1208
Obock Airport,Obock,DJ,OBC,11.967000007629396,43.266998291015625,69
Tadjoura Airport,Tadjoura,DJ,TDJ,11.782999992370604,42.91699981689453,246
Santa Cruz del Quiche Airport,Santa Cruz des Quiche,GT,AQB,15.012200355529783,-91.15059661865234,6631
Norðfjörður Airport,Nordfjordur,IS,NOR,65.13189697265625,-13.746399879455566,13
Bursa Airport,Bursa,TR,BTZ,40.23329925537109,29.00919914245605,331
Waris Airport,Waris-Papua Island,ID,WAR,-3.235,140.994,1500
Newton City-County Airport,Newton,US,EWK,38.0582008362,-97.2744979858,1533
Bairnsdale Airport,Bairnsdale,AU,BSJ,-37.88750076293945,147.5679931640625,165
Taszár Air Base,Columbus,US,TZR,46.39310073852539,17.917499542236328,531
Fort Bridger Airport,Fort Bridger,US,FBR,41.3918991089,-110.406997681,7034
Chehalis Centralia Airport,Chehalis,US,CLS,46.6769981384,-122.983001709,176
Evanston-Uinta County Airport-Burns Field,Evanston,US,EVW,41.27479935,-111.0350037,7143
Weedon Field,Eufala,US,EUF,31.9512996674,-85.1288986206,285
Dare County Regional Airport,Manteo,US,MEO,35.91899872,-75.69550323,13
Auburn University Regional Airport,Auburn,US,AUO,32.615101,-85.433998,777
W H 'Bud' Barron Airport,Dublin,US,DBN,32.56439972,-82.98529816,309
Pukarua Airport,Pukarua,PF,PUK,-18.29560089111328,-137.01699829101562,5
Corvallis Municipal Airport,Corvallis,US,CVO,44.49720001,-123.2900009,250
Prominent Hill Airport,Prominent Hill,AU,PXH,-29.716,135.5244,745
Cowra Airport,Chatsworth,AU,CWT,-33.84469985961914,148.6490020751953,966
Ogden Hinckley Airport,Ogden,US,OGD,41.195899963379,-112.0120010376,4473
Colorado Plains Regional Airport,Akron,US,AKO,40.1755981445,-103.222000122,4714
Sanderson Field,Shelton,US,SHN,47.233600616455,-123.14800262451,273
Napakiak Airport,Napakiak,US,WNA,60.69029998779297,-161.97900390625,17
Napaskiak Airport,Napaskiak,US,PKA,60.70289993,-161.7779999,24
Bedwell Harbour Seaplane Base,Bedwell Harbour,CA,YBW,48.75,-123.233001709,0
Washabo Airport,Washabo,SR,WSO,5.215277,-57.185302,68
Abaco I Walker C Airport,Walker's Cay,BS,WKR,27.266700744628903,-78.39969635009766,10
Bartica A Airport,Bartica,GY,GFO,6.358864,-58.655207,3
Doylestown Airport,Doylestown,US,DYL,40.3330001831,-75.1222991943,394
Tingo Maria Airport,Tingo Maria,PE,TGI,-9.133000373840332,-75.94999694824219,2010
Plínio Alarcom Airport,Tres Lagoas,BR,TJL,-20.754199981689,-51.684200286865,1050
Zhangye Ganzhou Airport,Zhangye,CN,YZY,38.8018989563,100.675003052,5280
Cacoal Airport,Cacoal,BR,OAL,-11.496,-61.4508,778
Warren Field,Washington,US,OCW,35.570499420166,-77.049797058105,38
Mocopulli Airport,Castro,CL,MHC,-42.340388,-73.715693,528
Stillwater Regional Airport,Stillwater,US,SWO,36.161201477051,-97.08570098877,1000
Okmulgee Regional Airport,Okmulgee,US,OKM,35.668098449707,-95.948699951172,720
Cushing Municipal Airport,Cushing,US,CUH,35.9499015808,-96.7731018066,916
Clinton Sherman Airport,Clinton,US,CSM,35.3398017883,-99.2005004883,1922
Strother Field,Winfield,US,WLD,37.168598175,-97.0375976562,1160
Wiley Post Airport,Oklahoma City,US,PWA,35.53419876,-97.64710236,1300
Shreveport Downtown Airport,Shreveport,US,DTN,32.5401992798,-93.7450027466,179
Stephenville Clark Regional Airport,Stephenville,US,SEP,32.215301513672,-98.177696228027,1321
Ada Regional Airport,Ada,US,ADT,34.804298,-96.671303,1016
Iraan Municipal Airport,Iraan,US,IRB,30.9057006836,-101.891998291,2200
Elliot Lake Municipal Airport,ELLIOT LAKE,CA,YEL,46.351398468,-82.5614013672,1087
Wilkes County Airport,North Wilkesboro,US,IKB,36.2228012085,-81.09829711910001,1301
Danville Regional Airport,Danville,US,DAN,36.572898864746094,-79.33609771728516,571
Yerbogachen Airport,Yerbogachen,RU,ERG,61.2750015259,108.029998779,400
Cheraw Municipal Airport/Lynch Bellinger Field,Cheraw,US,HCW,34.71289825,-79.95700073,239
Beni Mellal Airport,Beni Mellal,MA,BEM,32.401895,-6.315905,1694
Şırnak Şerafettin Elçi Airport,Cizre,TR,NKT,37.3647,42.0582,2038
Suntar Airport,Suntar,RU,SUY,62.185001373291,117.63500213623,452
Tazadit Airport,Zouerat,MR,OUZ,22.75639915466309,-12.483599662780762,1129
Asaba International Airport,Asaba,NG,ABB,6.204167,6.665278,305
Akwa Ibom International Airport,Uyo,NG,QUO,4.8725,8.093,170
Kasama Airport,Kasama,ZM,KAA,-10.216699600219728,31.13330078125,4541
Songea Airport,Songea,TZ,SGX,-10.68299961090088,35.58300018310547,3445
Jiuhuashan Airport,Chizhou,CN,JUH,30.7403,117.6856,60
Anshan Air Base,Anshan,CN,AOG,41.105301,122.853996,0
Saertu Airport,Daqing,CN,DQA,46.7463888889,125.140555556,496
Zunyi Xinzhou Airport,Zunyi,CN,ZYI,27.5895,107.0007,2920
Lindu Airport,Yinchun,CN,LDS,47.7520555556,129.019125,791
Anshun Huangguoshu Airport,Anshun,CN,AVA,26.2605555556,105.873333333,4812
Sikasso Airport,Sikasso,ML,KSS,11.333000183105469,-5.699999809265137,1378
Toowoomba Wellcamp Airport,Toowoomba,AU,WTB,-27.558332,151.793335,1509
Tonghua Sanyuanpu Airport,Tonghua,CN,TNH,42.2538888889,125.703333333,1200
Suzhou Guangfu Airport,Suzhou,CN,SZV,31.2631,120.401001,0
Mulia Airport,Mulia,ID,LII,-3.7018,137.957,6527
Stenkol Airport,Bintuni,ID,NTI,-2.1033,133.5164,57
Wasior Airport,Wasior,ID,WSR,-2.721,134.5061,49
Silangit Airport,Siborong-Borong,ID,DTB,2.25973,98.991898,4700
Seunagan Airport,Nagan Raya,ID,MEQ,4.25,96.21700286865234,10
Betoambari Airport,Bau-Bau,ID,BUW,-5.486879825592041,122.56900024414062,164
Kao Airport,Kao,ID,KAZ,1.1852799654006958,127.89600372314452,27
Melangguane Airport,Melonguane,ID,MNA,4.00694,126.672997,3
Sanggata/Sangkimah Airport,Sanggata,ID,SGQ,0.3847,117.543,60
Muara Bungo Airport,Muara Bungo,ID,BUU,-1.1278,102.135,214
Illaga Airport,Illaga,ID,ILA,-3.97648,137.6225,7989
Oksibil Airport,Oksibil,ID,OKL,-4.9071,140.6277,4315
Kokonau Airport,Kokonau,ID,KOX,-4.71075,136.43515,59
Clermont Airport,Clermont,AU,CMQ,-22.773099899291992,147.62100219726562,908
Warrnambool Airport,Warrnambool,AU,WMB,-38.2952995300293,142.44700622558594,242
Richmond Airport,Richmond,AU,RCM,-20.70190048217773,143.11500549316406,676
RAAF Base Curtin,Derby,AU,DCN,-17.5813999176,123.82800293,300
Kualanamu International Airport,Medan,ID,KNO,3.642222,98.885278,23
Gratiot Community Airport,Kamloops,CA,AMN,43.322101593,-84.68800354,754
Seosan Air Base,Seosan,KR,HMY,36.703999,126.486,39
San Gabriel Valley Airport,El Monte,US,EMT,34.086102,-118.035004,296
Farah Airport,Farah,AF,FAH,32.367000579833984,62.18299865722656,3083
Pasighat Airport,Pasighat,IN,IXT,28.06609916687012,95.33560180664062,477
Kramatorsk Airport,Kramatorsk,UA,KRQ,48.70560073852539,37.62889862060547,646
Kautokeino Air Base,Kautokeino,NO,QKX,69.04029846191406,23.03400039672852,1165
Stinson Municipal Airport,Stinson,US,SSF,29.336999893188,-98.471099853516,577
Jasper County Airport-Bell Field,Jasper,US,JAS,30.88570023,-94.03489685,213
Marfa Municipal Airport,Marfa,US,MRF,30.371099,-104.017997,4849
Alpine Casparis Municipal Airport,Alpine,US,ALE,30.3841991425,-103.683998108,4515
Bubaque Airport,Bubaque,GW,BQE,11.297355651855469,-15.838079452514648,0
